SalePrice,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,LowQualFinSF,GrLivArea,KitchenAbvGr,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,MSZoning,Street_Pave,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir_Y,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Age,TotalSF,TotalBath,TotalRooms
12.24769911637256,60.0,65.0,8450.0,7.0,5.0,2003.0,196.0,0.0,1710.0,1.0,0.0,2003.0,2.0,548.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2.0,12.048952792813513,1.0,11.94009996759665,12.003907444104783,11.998764092997591,12.174747087801993,12.028920535005932,12.006247862771078,12.021694375010965,12.175147953756243,11.987993284557655,12.181962029760363,12.292828964644462,12.025388317351847,12.219295401238256,12.173658484401447,12.003526687539077,11.936599783161778,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,12.199648365565876,12.029507768043436,11.972142755121736,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,5.0,3422.0,4.0,11.0
12.109016442313738,20.0,80.0,9600.0,6.0,8.0,1976.0,0.0,0.0,1262.0,1.0,1.0,1976.0,2.0,460.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.048952792813513,1.0,11.94009996759665,12.003907444104783,12.024362739984653,12.307682666780389,11.82015520659951,12.006247862771078,12.021694375010965,11.969696167473646,11.987993284557655,11.853720790674009,11.83800315703093,12.025388317351847,11.86388860634171,12.173658484401447,12.003526687539077,12.299895399405374,11.932444119012574,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,11.817702614569422,12.029507768043436,12.165099164078345,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,31.0,3786.0,3.0,9.0
12.317171167298682,60.0,68.0,11250.0,7.0,5.0,2002.0,162.0,0.0,1786.0,1.0,1.0,2001.0,2.0,608.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,12.048952792813513,1.0,12.128046447482042,12.003907444104783,11.998764092997591,12.174747087801993,12.028920535005932,12.006247862771078,12.021694375010965,12.175147953756243,11.987993284557655,12.181962029760363,12.292828964644462,12.025388317351847,12.219295401238256,12.173658484401447,12.003526687539077,12.043832242819724,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,12.199648365565876,12.029507768043436,12.165099164078345,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,7.0,3626.0,4.0,9.0
11.849404844423074,70.0,60.0,9550.0,7.0,5.0,1970.0,0.0,0.0,1717.0,1.0,1.0,1998.0,3.0,642.0,0.0,35.0,272.0,0.0,0.0,0.0,0.0,2.0,12.048952792813513,1.0,12.128046447482042,12.003907444104783,12.009228301703471,12.183797116637209,12.028920535005932,12.006247862771078,12.021694375010965,12.175147953756243,11.987993284557655,11.80702888207362,11.83800315703093,12.025388317351847,11.7020232907962,11.80110789773221,12.203049185508348,11.936599783161778,11.932444119012574,12.013736448930393,12.00800987100605,11.905214326751537,1.0,12.051662314941392,12.199648365565876,12.029507768043436,11.972142755121736,11.77796692645605,11.770414991255228,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.801707587724662,91.0,3229.0,2.0,10.0
12.429220196836383,60.0,84.0,14260.0,8.0,5.0,2000.0,350.0,0.0,2198.0,1.0,1.0,2000.0,3.0,836.0,192.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,12.048952792813513,1.0,12.128046447482042,12.003907444104783,12.024362739984653,12.572777004838427,12.028920535005932,12.006247862771078,12.021694375010965,12.175147953756243,11.987993284557655,12.181962029760363,12.292828964644462,12.025388317351847,12.219295401238256,12.173658484401447,12.003526687539077,12.16637876315217,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,12.199648365565876,12.029507768043436,12.165099164078345,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,8.0,4488.0,4.0,13.0
11.870606902224587,50.0,85.0,14115.0,5.0,5.0,1995.0,0.0,0.0,1362.0,1.0,0.0,1993.0,2.0,480.0,40.0,30.0,0.0,320.0,0.0,0.0,700.0,10.0,12.048952792813513,1.0,12.128046447482042,12.003907444104783,11.998764092997591,11.94637584481088,12.028920535005932,12.006247862771078,12.021694375010965,11.78425295518791,11.987993284557655,12.181962029760363,11.83800315703093,12.025388317351847,12.146577647989744,12.173658484401447,12.003526687539077,11.936599783161778,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,11.817702614569422,12.029507768043436,11.972142755121736,12.102700236010788,11.770414991255228,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,16.0,2954.0,3.0,6.0
12.634606283893019,20.0,75.0,10084.0,8.0,5.0,2005.0,186.0,0.0,1694.0,1.0,1.0,2004.0,2.0,636.0,255.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,12.048952792813513,1.0,11.94009996759665,12.003907444104783,11.998764092997591,12.295572458418578,12.028920535005932,12.006247862771078,12.021694375010965,11.969696167473646,11.987993284557655,12.181962029760363,12.292828964644462,12.025388317351847,12.219295401238256,12.585649809181433,12.003526687539077,12.16637876315217,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,12.199648365565876,12.029507768043436,11.972142755121736,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,3.0,5066.0,3.0,10.0
12.206077645517674,60.0,69.0,10382.0,7.0,6.0,1973.0,240.0,0.0,2090.0,1.0,2.0,1973.0,2.0,484.0,235.0,204.0,228.0,0.0,0.0,0.0,350.0,11.0,12.048952792813513,1.0,12.128046447482042,12.003907444104783,12.009228301703471,12.119900927098906,12.150169698072167,12.006247862771078,12.021694375010965,12.175147953756243,11.987993284557655,11.966155007934974,11.83800315703093,12.025388317351847,11.86388860634171,12.173658484401447,12.003526687539077,12.043832242819724,11.932444119012574,11.867329937830286,12.00800987100605,12.181140174984307,1.0,12.051662314941392,11.817702614569422,12.029507768043436,12.165099164078345,12.102700236010788,12.170004377098426,12.015110970765583,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,36.0,4304.0,4.0,10.0
11.774527900858468,50.0,51.0,6120.0,7.0,5.0,1950.0,0.0,0.0,1774.0,2.0,2.0,1931.0,2.0,468.0,90.0,0.0,205.0,0.0,0.0,0.0,0.0,4.0,11.72256278578059,1.0,11.94009996759665,12.003907444104783,11.998764092997591,11.695949460539937,11.681482266140746,12.006247862771078,12.021694375010965,11.78425295518791,11.987993284557655,12.039430464224953,11.83800315703093,12.025388317351847,11.7020232907962,11.80110789773221,12.003526687539077,11.936599783161778,11.914959904285068,12.013736448930393,12.00800987100605,11.905214326751537,1.0,11.5661321597503,11.817702614569422,11.834744407361743,12.165099164078345,11.77796692645605,11.770414991255228,11.673737742954195,12.013714867717118,12.045210751251265,11.969915869898246,11.801707587724662,77.0,3678.0,2.0,10.0
11.678448377988165,190.0,50.0,7420.0,5.0,6.0,1950.0,0.0,0.0,1077.0,2.0,2.0,1939.0,1.0,205.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,12.048952792813513,1.0,11.94009996759665,12.003907444104783,12.009228301703471,11.702780094346277,11.681482266140746,11.569938368551057,11.666817131618814,11.58748071349119,11.987993284557655,11.853720790674009,11.83800315703093,12.025388317351847,11.7020232907962,11.80110789773221,12.003526687539077,11.936599783161778,12.268275399133252,12.013736448930393,12.00800987100605,12.181140174984307,1.0,12.051662314941392,11.817702614569422,12.029507768043436,12.165099164078345,12.102700236010788,12.170004377098426,12.161599198389153,12.013714867717118,12.045210751251265,11.969915869898246,11.981061904908799,69.0,3059.0,2.0,7.0
